study_id,title,author,year,disease,technology,samples,cells,paper_url,data_url,metadata_url,cell_types_url,summary_url,meta_programs_url,cnas_url,umap_url,cell_cycle_url,diseases,technology_raw,data_completeness,cancer_types
20071.0,Hovestadt et al. 2019,Hovestadt,2019,Medulloblastoma,SmartSeq2,36,8691,https://www.nature.com/articles/s41586-019-1434-6,https://www.dropbox.com/scl/fi/ymvxdrtcq7vt6y5gan5y1/Data_Hovestadt2019_Brain.tar.gz?rlkey=la28fnrkrpq4l7nu9h6vd5k7b&dl=1,,study-data/cell-types/20071,study-data/comments/20071,,,study-data/umap/20071,study-data/cell-cycle/20071,['Medulloblastoma'],SmartSeq2,0.5,['brain']
20072.0,Ireland et al. 2020,Ireland,2020,SCLC,10x,12,31258,https://www.sciencedirect.com/science/article/pii/S153561082030218X,https://www.dropbox.com/scl/fi/8b4p8d551dv9wp0mt4blg/Data_Ireland2020_Lung.tar.gz?rlkey=xidxajfu4ynnbl6f3lw9owqlm&dl=1,,study-data/cell-types/20072,study-data/comments/20072,,,study-data/umap/20072,,['SCLC'],10x,0.25,['lung']
20073.0,Izar et al. 2020,Izar,2020,HGSOC,10x,14,10788,https://www.nature.com/articles/s41591-020-0926-0,https://www.dropbox.com/scl/fi/hrnswpi1hvk585y6dbubh/Data_Izar2020_Ovarian.tar.gz?rlkey=91o4x8scuoa8vbn2t6tn2qxx5&dl=1,,study-data/cell-types/20073,study-data/comments/20073,study-data/meta-programs/20073,study-data/cnas/20073,study-data/umap/20073,study-data/cell-cycle/20073,['HGSOC'],"10x, SmartSeq2",1.0,['ovarian']
20074.0,Jansky et al. 2021,Jansky,2021,Neuroblastoma,10x,14,64769,https://www.nature.com/articles/s41588-021-00806-1,https://www.dropbox.com/scl/fi/3hm4meeu8q0qz9d2e1eaw/Data_Jansky2021_Neuroendocrine.tar.gz?rlkey=ro65d230ippkd00za1js1wcy0&dl=1,,study-data/cell-types/20074,study-data/comments/20074,study-data/meta-programs/20074,study-data/cnas/20074,study-data/umap/20074,study-data/cell-cycle/20074,['Neuroblastoma'],10x,1.0,['neuroendocrine']
20075.0,Jansky et al. 2021,Jansky,2021,Neuroblastoma,Other,4,4028,https://www.nature.com/articles/s41588-021-00806-1,https://www.dropbox.com/scl/fi/3v2om2w8l2z1jd6lucqal/Data_Jansky2021_Other-Models.tar.gz?rlkey=ul6914ly9itm7isr40hluna01&dl=1,,study-data/cell-types/20075,study-data/comments/20075,,,study-data/umap/20075,study-data/cell-cycle/20075,['Neuroblastoma'],MARS-seq,0.5,['othermodels']
20076.0,Jerby-Arnon et al. 2018,Jerby-Arnon,2018,Melanoma,SmartSeq2,32,7186,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410377/,https://www.dropbox.com/scl/fi/qq8e5zo71y4sr92a4gyh4/Data_Jerby-Arnon2018_Skin.tar.gz?rlkey=fcg33knlctj2hgg3l9ruj5ev4&dl=1,,study-data/cell-types/20076,study-data/comments/20076,study-data/meta-programs/20076,study-data/cnas/20076,study-data/umap/20076,study-data/cell-cycle/20076,['Melanoma'],SmartSeq2,1.0,['skin']
20077.0,Jerby-Arnon et al. 2021,Jerby-Arnon,2021,Synovial sarcoma,10x,15,16125,https://www.nature.com/articles/s41591-020-01212-6,https://www.dropbox.com/scl/fi/bewdifp9qwt8ie8iek5ct/Data_Jerby-Arnon2021_Sarcoma.tar.gz?rlkey=6ajnrr81f3ep1jfqqot498qmo&dl=1,,study-data/cell-types/20077,study-data/comments/20077,study-data/meta-programs/20077,study-data/cnas/20077,study-data/umap/20077,study-data/cell-cycle/20077,['Synovial sarcoma'],"10x, SmartSeq2",1.0,['sarcoma']
20078.0,Ji et al. 2020,Ji,2020,Skin SCC,10x,10,48164,https://www.sciencedirect.com/science/article/pii/S0092867420306723,https://www.dropbox.com/scl/fi/2kcwh0bzbclatj6zcla20/Data_Ji2020_Skin.tar.gz?rlkey=f8tats8jgaf481gfddcas4vhm&dl=1,,study-data/cell-types/20078,study-data/comments/20078,study-data/meta-programs/20078,study-data/cnas/20078,study-data/umap/20078,study-data/cell-cycle/20078,['Skin SCC'],10x,1.0,['skin']
20079.0,Jordan et al. 2016,Jordan,2016,Breast cancer,Other,2,74,https://www.nature.com/articles/nature19328,https://www.dropbox.com/sh/phkw22dvjafh16y/AACH_9_1nCb4hD4WrtB2SWwoa?dl=1,,study-data/cell-types/20079,study-data/comments/20079,,,study-data/umap/20079,,['Breast cancer'],,0.25,['breast']
20080.0,Karaayvas et al. 2018,Karaayvas,2018,Breast cancer,SmartSeq2,6,1534,https://www.nature.com/articles/s41467-018-06052-0,https://www.dropbox.com/scl/fi/txgn2ohzznh9w5snko8kf/Data_Karaayvas2018_Breast.tar.gz?rlkey=5k0rrkbjs8hf3ffmvfu7j46vr&dl=1,,study-data/cell-types/20080,study-data/comments/20080,study-data/meta-programs/20080,,study-data/umap/20080,study-data/cell-cycle/20080,['Breast cancer'],SmartSeq2,0.75,['breast']
20081.0,Kildisiute et al. 2021,Kildisiute,2021,Neuroblastoma,10x,21,19723,https://advances.sciencemag.org/node/248364.full,https://www.dropbox.com/scl/fi/lgiahzdgvt92wf1x2bqy7/Data_Kildisiute2021_Neuroendocrine.tar.gz?rlkey=anls2ppfe86b6tsj36w9xu10k&dl=1,,study-data/cell-types/20081,study-data/comments/20081,study-data/meta-programs/20081,study-data/cnas/20081,study-data/umap/20081,study-data/cell-cycle/20081,['Neuroblastoma'],"10x, CEL-seq2",1.0,['neuroendocrine']
20082.0,Kim et al. 2020,Kim,2020,Lung adenocarcinoma,10x,14,32493,https://www.nature.com/articles/s41467-020-16164-1,https://www.dropbox.com/scl/fi/n3hg4fj9bth2tkroej6t2/Data_Kim2020_Lung.tar.gz?rlkey=fxabtlt57pexdj7hdhvddzyjx&dl=1,,study-data/cell-types/20082,study-data/comments/20082,study-data/meta-programs/20082,study-data/cnas/20082,study-data/umap/20082,study-data/cell-cycle/20082,['Lung adenocarcinoma'],10x,1.0,['lung']
20083.0,Kinker et al. 2020,Kinker,2020,CCLE collection,10x,198,53513,https://www.nature.com/articles/s41588-020-00726-6,https://www.dropbox.com/scl/fi/s60dowa5uk5dx3xar9svz/Data_Kinker2020_Other-Models.tar.gz?rlkey=5qwosd9dydjxqlv4ld0sk2tw6&dl=1,,,study-data/comments/20083,,,,study-data/cell-cycle/20083,['CCLE collection'],10x,0.25,['othermodels']
20084.0,Laughney et al. 2020,Laughney,2020,Lung cancer,10x,17,40505,https://www.nature.com/articles/s41591-019-0750-6,https://www.dropbox.com/scl/fi/idlzf638lbwtejs3oruoe/Data_Laughney2020_Lung.tar.gz?rlkey=wu1a2fbj2n4iyya5mf2q1on1b&dl=1,,study-data/cell-types/20084,study-data/comments/20084,study-data/meta-programs/20084,study-data/cnas/20084,study-data/umap/20084,study-data/cell-cycle/20084,['Lung cancer'],10x,1.0,['lung']
20085.0,Ledergor et al. 2018,Ledergor,2018,Multiple myeloma,Other,42,51840,https://www.nature.com/articles/s41591-018-0269-2,https://www.dropbox.com/scl/fi/boonkpfhe1bfk7tcpry8o/Data_Ledergor2018_Hematologic.tar.gz?rlkey=gpbg39q8kw1h89a0nbw38enqm&dl=1,,study-data/cell-types/20085,study-data/comments/20085,study-data/meta-programs/20085,,study-data/umap/20085,study-data/cell-cycle/20085,['Multiple myeloma'],MARS-seq,0.75,['hematologic']
20086.0,Lee et al. 2020,Lee,2020,CRC,10x,15,21657,https://www.nature.com/articles/s41588-020-0636-z,https://www.dropbox.com/scl/fi/6s8wo5wc311g5koz2nyep/Data_Lee2020_Colorectal.tar.gz?rlkey=lqfq6llcul4ghvhhl3ytxzk04&dl=1,,study-data/cell-types/20086,study-data/comments/20086,study-data/meta-programs/20086,study-data/cnas/20086,study-data/umap/20086,study-data/cell-cycle/20086,['CRC'],10x,1.0,['colorectal']
20087.0,Li et al. 2017,Li,2017,CRC,SmartSeq2,18,590,https://www.nature.com/articles/ng.3818,https://www.dropbox.com/scl/fi/n9x8x9rio3fwhtkt0pwrr/Data_Li2017_Colorectal.tar.gz?rlkey=874vywk3fcniwgut4rsmlr56s&dl=1,,study-data/cell-types/20087,study-data/comments/20087,,,study-data/umap/20087,study-data/cell-cycle/20087,['CRC'],SmartSeq2,0.5,['colorectal']
20088.0,Ligorio et al. 2019,Ligorio,2019,PDAC,Other,4,93,https://www.sciencedirect.com/science/article/pii/S0092867419305100,https://www.dropbox.com/scl/fi/p3lbsseodwwf5l8jc2t4s/Data_Ligorio2019_Other-Models.tar.gz?rlkey=5eydgzedq3rsso3kp33l0ep59&dl=1,,study-data/cell-types/20088,study-data/comments/20088,,,study-data/umap/20088,study-data/cell-cycle/20088,['PDAC'],SMARTer,0.5,['othermodels']
20089.0,Lin et al. 2020,Lin,2020,PDAC,10x,16,14926,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-020-00776-9,https://www.dropbox.com/scl/fi/2vla8ougqgjftuo97laqc/Data_Lin2020_Pancreas.tar.gz?rlkey=8w2esp4rsi48nbfjlt35vyrd1&dl=1,,study-data/cell-types/20089,study-data/comments/20089,study-data/meta-programs/20089,study-data/cnas/20089,study-data/umap/20089,study-data/cell-cycle/20089,['PDAC'],10x,1.0,['pancreas']
20090.0,Liu et al. 2021,Liu,2021,Multiple myeloma,10x,24,74986,https://www.nature.com/articles/s41467-021-22804-x,https://www.dropbox.com/scl/fi/p5kbhywnj1wbu6wh6y4tk/Data_Liu2021_Hematologic.tar.gz?rlkey=3k400szp8w4q37evxy77sges8&dl=1,,study-data/cell-types/20090,study-data/comments/20090,study-data/meta-programs/20090,study-data/cnas/20090,study-data/umap/20090,study-data/cell-cycle/20090,['Multiple myeloma'],10x,1.0,['hematologic']
20091.0,Ma et al. 2019,Ma,2019,HCC/iCCA,10x,8,3018,http://www.sciencedirect.com/science/article/pii/S1535610819303757,https://www.dropbox.com/scl/fi/vi8969rnsgxb7o2a0mr31/Data_Ma2019_Liver-Biliary.tar.gz?rlkey=0okv3bqvggk1bi6l7ov014qfv&dl=1,,study-data/cell-types/20091,study-data/comments/20091,study-data/meta-programs/20091,study-data/cnas/20091,study-data/umap/20091,study-data/cell-cycle/20091,['HCC/iCCA'],10x,1.0,['liverbiliary']
20092.0,Massalha et al. 2020,Massalha,2020,"Liver metastases (CRC, Cholangiocarcinoma)",10x,5,1354,https://www.embopress.org/doi/full/10.15252/msb.20209682,https://www.dropbox.com/scl/fi/e6r6az3hy6z3el2h1stii/Data_Massalha2020_Other-Models.tar.gz?rlkey=mdw0mjcbyfz9sav6c0lm9frjb&dl=1,,study-data/cell-types/20092,study-data/comments/20092,,,study-data/umap/20092,study-data/cell-cycle/20092,"['Liver metastases (CRC', 'Cholangiocarcinoma)']",10x,0.5,['othermodels']
20093.0,Maynard et al. 2020,Maynard,2020,Lung cancer,SmartSeq2,50,19777,https://www.sciencedirect.com/science/article/pii/S0092867420308825,https://www.dropbox.com/scl/fi/py7z9tgjdp1m3aw2zop7x/Data_Maynard2020_Lung.tar.gz?rlkey=rirsnfhqus3indqpp5g02ce1u&dl=1,,study-data/cell-types/20093,study-data/comments/20093,study-data/meta-programs/20093,study-data/cnas/20093,study-data/umap/20093,study-data/cell-cycle/20093,['Lung cancer'],SmartSeq2,1.0,['lung']
20094.0,Mercatelli et al. 2021,Mercatelli,2021,Neuroblastoma,10x,2,2067,https://www.mdpi.com/2218-273X/11/2/177/htm,https://www.dropbox.com/scl/fi/ofjrjllocc8wkxrcs17b7/Data_Mercatelli2021_Other-Models.tar.gz?rlkey=8s3ibsq36k4kj1dev9pk3vnyt&dl=1,,study-data/cell-types/20094,study-data/comments/20094,,,study-data/umap/20094,study-data/cell-cycle/20094,['Neuroblastoma'],10x,0.5,['othermodels']
20096.0,Moncada et al. 2020,Moncada,2020,PDAC,inDrop,2,3659,https://www.nature.com/articles/s41587-019-0392-8,https://www.dropbox.com/scl/fi/t1gy3yff6u4gazex1zhuc/Data_Moncada2020_Pancreas.tar.gz?rlkey=q7u8g5n8fdrumqz72owvdwae0&dl=1,,study-data/cell-types/20096,study-data/comments/20096,study-data/meta-programs/20096,study-data/cnas/20096,study-data/umap/20096,study-data/cell-cycle/20096,['PDAC'],inDrop,1.0,['pancreas']
20097.0,Nam et al. 2019,Nam,2019,Myeloproliferative neoplasms,10x,10,31703,https://www.nature.com/articles/s41586-019-1367-0,https://www.dropbox.com/scl/fi/f4cnt9z2gx7e7ctsf3sdr/Data_Nam2019_Hematologic.tar.gz?rlkey=fx7xa2sr8yjaan4p6kjm9037r&dl=1,,study-data/cell-types/20097,study-data/comments/20097,study-data/meta-programs/20097,study-data/cnas/20097,study-data/umap/20097,study-data/cell-cycle/20097,['Myeloproliferative neoplasms'],10x,1.0,['hematologic']
20098.0,Nath et al. 2021,Nath,2021,HGSOC,10x,18,41729,https://www.nature.com/articles/s41467-021-23171-3,https://www.dropbox.com/scl/fi/66cf245aafezdh24ei9r1/Data_Nath2021_Ovarian.tar.gz?rlkey=1pw4v49dnqjq8291gw8ybo1oz&dl=1,,study-data/cell-types/20098,study-data/comments/20098,study-data/meta-programs/20098,study-data/cnas/20098,study-data/umap/20098,study-data/cell-cycle/20098,['HGSOC'],"10x, iCell8",1.0,['ovarian']
20099.0,Neftel et al. 2019,Neftel,2019,GBM,SmartSeq2,38,24131,https://www.sciencedirect.com/science/article/pii/S0092867419306877,https://www.dropbox.com/scl/fi/xflvflx73kbug76u6a955/Data_Neftel2019_Brain.tar.gz?rlkey=o8yru9vryof2ndpa0old3rhn1&dl=1,,study-data/cell-types/20099,study-data/comments/20099,study-data/meta-programs/20099,study-data/cnas/20099,study-data/umap/20099,study-data/cell-cycle/20099,['GBM'],SmartSeq2,1.0,['brain']
20100.0,Obradovic et al. 2021,Obradovic,2021,RCC,10x,8,19781,https://www.sciencedirect.com/science/article/pii/S0092867421005730,https://www.dropbox.com/scl/fi/id6f5f2w439mzi6jar92z/Data_Obradovic2021_Kidney.tar.gz?rlkey=z29ke0ou9vjiv1p7a5hrct8z8&dl=1,,study-data/cell-types/20100,study-data/comments/20100,study-data/meta-programs/20100,study-data/cnas/20100,study-data/umap/20100,study-data/cell-cycle/20100,['RCC'],10x,1.0,['kidney']
20101.0,Olalekan et al. 2021,Olalekan,2021,Ovarian,Other,6,9885,https://www.sciencedirect.com/science/article/pii/S2211124721005076,https://www.dropbox.com/scl/fi/pcv405q49ajdckwtsl8lg/Data_Olalekan2021_Ovarian.tar.gz?rlkey=pmdrkvffv2wwcm1yqzzv0k79r&dl=1,,study-data/cell-types/20101,study-data/comments/20101,study-data/meta-programs/20101,study-data/cnas/20101,study-data/umap/20101,study-data/cell-cycle/20101,['Ovarian'],Drop-seq,1.0,['ovarian']
20102.0,Pal et al. 2021,Pal,2021,Breast cancer,10x,45,305224,https://www.embopress.org/doi/full/10.15252/embj.2020107333,https://www.dropbox.com/scl/fi/dpiypomhd99et0fbvkffd/Data_Pal2021_Breast.tar.gz?rlkey=li9ck5csjtsisn3dq19po1ii6&dl=1,,study-data/cell-types/20102,study-data/comments/20102,study-data/meta-programs/20102,study-data/cnas/20102,study-data/umap/20102,study-data/cell-cycle/20102,['Breast cancer'],10x,1.0,['breast']
20103.0,Peng et al. 2019,Peng,2019,PDAC,10x,16,27953,https://www.nature.com/articles/s41422-019-0195-y,https://www.dropbox.com/scl/fi/q0skgmowh7ew27xy6fokj/Data_Peng2019_Pancreas.tar.gz?rlkey=sd8xw1o3zk7n7xz09dz5w6oip&dl=1,,study-data/cell-types/20103,study-data/comments/20103,study-data/meta-programs/20103,study-data/cnas/20103,study-data/umap/20103,study-data/cell-cycle/20103,['PDAC'],10x,1.0,['pancreas']
20104.0,Puram et al. 2017,Puram,2017,HNSCC,SmartSeq2,18,5902,https://www.sciencedirect.com/science/article/pii/S0092867417312709,https://www.dropbox.com/scl/fi/7o15xy78muc6qktl436v5/Data_Puram2017_Head-and-Neck.tar.gz?rlkey=s2d0jd97vegfoy66whnbaot54&dl=1,,study-data/cell-types/20104,study-data/comments/20104,study-data/meta-programs/20104,study-data/cnas/20104,study-data/umap/20104,study-data/cell-cycle/20104,['HNSCC'],SmartSeq2,1.0,['head-and-neck']
20105.0,Qian et al. 2020,Qian,2020,Breast cancer,10x,7,16537,https://www.nature.com/articles/s41422-020-0355-0,https://www.dropbox.com/scl/fi/5id5b04g3gjcjb2o28pru/Data_Qian2020_Breast.tar.gz?rlkey=asx18v32bddbdz1b2rq8vmv8w&dl=1,,study-data/cell-types/20105,study-data/comments/20105,study-data/meta-programs/20105,study-data/cnas/20105,study-data/umap/20105,study-data/cell-cycle/20105,['Breast cancer'],10x,1.0,['breast']
20106.0,Qian et al. 2020,Qian,2020,Lung cancer,10x,8,27262,https://www.nature.com/articles/s41422-020-0355-0,https://www.dropbox.com/scl/fi/361w3739nwvc89l2gx4u8/Data_Qian2020_Lung.tar.gz?rlkey=4w00kvwlnp3jz6fmmtoebao5j&dl=1,,study-data/cell-types/20106,study-data/comments/20106,study-data/meta-programs/20106,study-data/cnas/20106,study-data/umap/20106,study-data/cell-cycle/20106,['Lung cancer'],10x,1.0,['lung']
20107.0,Qian et al. 2020,Qian,2020,Ovarian,10x,4,16951,https://www.nature.com/articles/s41422-020-0355-0,https://www.dropbox.com/scl/fi/jeyhtp53n79p41oknsvdu/Data_Qian2020_Ovarian.tar.gz?rlkey=j6vcmcg0qdipzqc1dmsmsaj0w&dl=1,,study-data/cell-types/20107,study-data/comments/20107,study-data/meta-programs/20107,study-data/cnas/20107,study-data/umap/20107,study-data/cell-cycle/20107,['Ovarian'],10x,1.0,['ovarian']
20108.0,Steele et al. 2020,Steele,2020,PDAC,10x,16,48570,https://www.nature.com/articles/s43018-020-00121-4,https://www.dropbox.com/scl/fi/xnr7rs8t7edd5irc2uj66/Data_Steele2020_Pancreas.tar.gz?rlkey=ndndmzwyxf5roh1xxlprgw3mw&dl=1,,study-data/cell-types/20108,study-data/comments/20108,study-data/meta-programs/20108,study-data/cnas/20108,study-data/umap/20108,study-data/cell-cycle/20108,['PDAC'],10x,1.0,['pancreas']
20109.0,Sun et al. 2021,Sun,2021,HCC,10x,18,16498,https://www.sciencedirect.com/science/article/pii/S0092867420316135,https://www.dropbox.com/scl/fi/h2zmdzjk2c2ywswzl8688/Data_Sun2021_Liver-Biliary.tar.gz?rlkey=jer8paty8a1lbau2g3o3nk4k3&dl=1,,study-data/cell-types/20109,study-data/comments/20109,study-data/meta-programs/20109,study-data/cnas/20109,study-data/umap/20109,study-data/cell-cycle/20109,['HCC'],10x,1.0,['liverbiliary']
20110.0,Tirosh et al. 2016,Tirosh,2016,IDH-mutant oligodendroglioma,SmartSeq2,6,4347,https://www.nature.com/articles/nature20123,https://www.dropbox.com/scl/fi/uhtilmbeq2liwbe8yai1d/Data_Tirosh2016_Brain.tar.gz?rlkey=v5ees0ku3k48i0nqkquxuu5qu&dl=1,,study-data/cell-types/20110,study-data/comments/20110,study-data/meta-programs/20110,,study-data/umap/20110,study-data/cell-cycle/20110,['IDH-mutant oligodendroglioma'],SmartSeq2,0.75,['brain']
20112.0,Venteicher et al. 2017,Venteicher,2017,IDH-mutant astrocytoma,SmartSeq2,10,6341,https://science.sciencemag.org/content/355/6332/eaai8478,https://www.dropbox.com/scl/fi/cn07yybxnje6k4nh27nbe/Data_Venteicher2017_Brain.tar.gz?rlkey=4w75sdcj2mtyjm83h316x9rgs&dl=1,,study-data/cell-types/20112,study-data/comments/20112,study-data/meta-programs/20112,,study-data/umap/20112,study-data/cell-cycle/20112,['IDH-mutant astrocytoma'],SmartSeq2,0.75,['brain']
20113.0,Wang et al. 2019,Wang,2019,GBM,10x,10,16317,https://cancerdiscovery.aacrjournals.org/content/9/12/1708.long,https://www.dropbox.com/scl/fi/u7y3jo2jc1dlv4qsl1cc8/Data_Wang2019_Brain.tar.gz?rlkey=733ldgm8k5ztzfqbgdewlrynh&dl=1,,study-data/cell-types/20113,study-data/comments/20113,study-data/meta-programs/20113,study-data/cnas/20113,study-data/umap/20113,study-data/cell-cycle/20113,['GBM'],10x,1.0,['brain']
20114.0,Wu et al. 2020,Wu,2020,AML,Other,41,194571,https://jhoonline.biomedcentral.com/articles/10.1186/s13045-020-00941-y,https://www.dropbox.com/scl/fi/3h5mj2ghnf58drlyna9th/Data_Wu2020_Hematologic.tar.gz?rlkey=qvcj1912jjkccvkqy7onjctgh&dl=1,,study-data/cell-types/20114,study-data/comments/20114,study-data/meta-programs/20114,study-data/cnas/20114,study-data/umap/20114,study-data/cell-cycle/20114,['AML'],Microwell-seq,1.0,['hematologic']
20115.0,Xing et al. 2021,Xing,2021,Lung cancer,10x,31,118293,https://advances.sciencemag.org/content/7/5/eabd9738,https://www.dropbox.com/scl/fi/3ll4j9tdur4485of8s3yf/Data_Xing2021_Lung.tar.gz?rlkey=a4l934jl6hwgqo2tx8f4fuxrk&dl=1,,study-data/cell-types/20115,study-data/comments/20115,study-data/meta-programs/20115,study-data/cnas/20115,study-data/umap/20115,study-data/cell-cycle/20115,['Lung cancer'],10x,1.0,['lung']
20116.0,Yao et al. 2020,Yao,2020,ESCC,10x,6,35847,https://www.nature.com/articles/s41467-020-17492-y,https://www.dropbox.com/scl/fi/dq7l5zsn2i9wfw2d3a3lv/Data_Yao2020_Other-Models.tar.gz?rlkey=81z9fx4en3550souou8ivxixg&dl=1,,study-data/cell-types/20116,study-data/comments/20116,study-data/meta-programs/20116,,study-data/umap/20116,,['ESCC'],10x,0.5,['othermodels']
20118.0,Yu et al. 2012,Yu,2012,PDAC,Other,2,32,https://www.nature.com/articles/nature11217,https://www.dropbox.com/scl/fi/kdg9724xa0sucrll97so5/Data_Yu2012_Other-Models.tar.gz?rlkey=tn049u6yowei4acgn54agoq7t&dl=1,,,study-data/comments/20118,,,,,['PDAC'],EpCAM or IgG CTC-Chip,0.0,['othermodels']
20119.0,Yuan et al. 2018,Yuan,2018,HGG,Other,8,23793,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-018-0567-9,https://www.dropbox.com/scl/fi/wsyyrwxv3vtff25wtx6gz/Data_Yuan2018_Brain.tar.gz?rlkey=drj0tbov1yzg689rhauxj9pz7&dl=1,,study-data/cell-types/20119,study-data/comments/20119,study-data/meta-programs/20119,study-data/cnas/20119,study-data/umap/20119,study-data/cell-cycle/20119,['HGG'],Microwell array-based platform,1.0,['brain']
20120.0,Yue et al. 2020,Yue,2020,PDAC,10x,15,33970,https://www.nature.com/articles/s41588-019-0566-9,,,study-data/cell-types/20120,study-data/comments/20120,study-data/meta-programs/20120,study-data/cnas/20120,study-data/umap/20120,study-data/cell-cycle/20120,['PDAC'],10x,1.0,['pancreas']
20121.0,Zhang et al. 2021,Zhang,2021,RCC,10x,14,29474,https://www.pnas.org/content/118/24/e2103240118,https://www.dropbox.com/scl/fi/i1n8v8d0ht2p918su3akp/Data_Zhang2021_Kidney.tar.gz?rlkey=friqzf8p24qeg2cvljfb8xtly&dl=1,,study-data/cell-types/20121,study-data/comments/20121,study-data/meta-programs/20121,study-data/cnas/20121,study-data/umap/20121,study-data/cell-cycle/20121,['RCC'],10x,1.0,['kidney']
20122.0,Zhou et al. 2020,Zhou,2020,Osteosarcoma,10x,11,64557,https://www.nature.com/articles/s41467-020-20059-6,https://www.dropbox.com/scl/fi/g3ou34unwxlnt2mcm7mer/Data_Zhou2020_Sarcoma.tar.gz?rlkey=0czkg02vc89jdvt2p67iaxifq&dl=1,,study-data/cell-types/20122,study-data/comments/20122,study-data/meta-programs/20122,,study-data/umap/20122,study-data/cell-cycle/20122,['Osteosarcoma'],10x,0.75,['sarcoma']
20755.0,Azizi et al. 2018,Azizi,2018,Breast cancer,10x,58,75029,https://www.sciencedirect.com/science/article/pii/S0092867418307232,https://www.dropbox.com/scl/fi/mp70v1dyjkvzo0nx8f15m/Data_Azizi2018_Breast.tar.gz?rlkey=fsrjic2rk1dlq2rrmkgdggg72&dl=1,,study-data/cell-types/20755,study-data/comments/20755,study-data/meta-programs/20755,,study-data/umap/20755,study-data/cell-cycle/20755,['Breast cancer'],"10x, InDrop",0.75,['breast']
20758.0,Bassez et al. 2021,Bassez,2021,Breast cancer,10x,42,226635,https://www.nature.com/articles/s41591-021-01323-8,https://www.dropbox.com/scl/fi/25nrghrrkhlwu7nk994y8/Data_Bassez2021_Breast.tar.gz?rlkey=70jjyfo23omhct29rxw01v9v4&dl=1,,study-data/cell-types/20758,study-data/comments/20758,study-data/meta-programs/20758,study-data/cnas/20758,study-data/umap/20758,study-data/cell-cycle/20758,['Breast cancer'],10x,1.0,['breast']
20761.0,Biermann et al. 2022,Biermann,2022,Metastatic melanoma,10x,32,136973,https://www.cell.com/cell/fulltext/S0092-8674(22)00712-7,https://www.dropbox.com/scl/fi/y0crw564p468wp94ua8he/Data_Biermann2022_Skin.tar.gz?rlkey=xq6n55fyfsjuyqminns00eo28&dl=1,,study-data/cell-types/20761,study-data/comments/20761,study-data/meta-programs/20761,study-data/cnas/20761,,study-data/cell-cycle/20761,['Metastatic melanoma'],10x,0.75,['skin']
20764.0,Bischoff et al. 2021,Bischoff,2021,Lung adenocarcinoma,10x,20,120961,https://www.nature.com/articles/s41388-021-02054-3,https://www.dropbox.com/scl/fi/08bjhmr5b7zcr9w3qm37n/Data_Bischoff2021_Lung.tar.gz?rlkey=xlv2vwb5xenzczoo9jiktr1ry&dl=1,,study-data/cell-types/20764,study-data/comments/20764,study-data/meta-programs/20764,study-data/cnas/20764,study-data/umap/20764,study-data/cell-cycle/20764,['Lung adenocarcinoma'],10x,1.0,['lung']
20767.0,Chan et al. 2021,Chan,2021,"SCLC, Lung Adenocarcinoma",10x,37,86662,https://www.cell.com/cancer-cell/fulltext/S1535-6108(21)00497-9,https://www.dropbox.com/scl/fi/mn5xe6x5hufjy2j570r3y/Data_Chan2021_Lung.tar.gz?rlkey=gptwkhhao0yz3xw0b0olf1l9u&dl=1,,study-data/cell-types/20767,study-data/comments/20767,study-data/meta-programs/20767,study-data/cnas/20767,study-data/umap/20767,study-data/cell-cycle/20767,"['SCLC', 'Lung Adenocarcinoma']",10x,1.0,['lung']
20770.0,Chen et al. 2021,Chen,2021,Colon adenoma,inDrop,121,122811,https://www.cell.com/cell/fulltext/S0092-8674(21)01381-7,https://www.dropbox.com/scl/fi/nf2w09auzxrouwrgl49gh/Data_Chen2021_Colorectal.tar.gz?rlkey=p55t4lqltuinom3leg1fjg3v8&dl=1,,study-data/cell-types/20770,study-data/comments/20770,study-data/meta-programs/20770,,study-data/umap/20770,study-data/cell-cycle/20770,['Colon adenoma'],Modified InDrop,0.75,['colorectal']
20773.0,Choudhury et al. 2022,Choudhury,2022,Meningioma,10x,10,58843,https://www.nature.com/articles/s41588-022-01061-8,https://www.dropbox.com/scl/fi/4y8x28n9v6y5bkss3mqgu/Data_Choudhury2022_Brain.tar.gz?rlkey=3jhc85s8p3tp5jatdrauh6ka7&dl=1,,study-data/cell-types/20773,study-data/comments/20773,study-data/meta-programs/20773,study-data/cnas/20773,study-data/umap/20773,study-data/cell-cycle/20773,['Meningioma'],10x,1.0,['brain']
20776.0,Cillo et al. 2020,Cillo,2020,HNSCC,10x,48,92569,https://www.sciencedirect.com/science/article/pii/S1074761319304959,https://www.dropbox.com/scl/fi/remwxxauka7243ndqcdz3/Data_Cillo2020_Head-and-Neck.tar.gz?rlkey=r6qncup4ifdbsevbvyyaijsu2&dl=1,,study-data/cell-types/20776,study-data/comments/20776,study-data/meta-programs/20776,,study-data/umap/20776,study-data/cell-cycle/20776,['HNSCC'],10x,0.75,['head-and-neck']
